Author_id,Isbn
323,9780312963002
324,9780345430472
325,9780345435866
326,9780345435866
327,9780380728725
328,9780380818402
329,9780380818402
330,9780449912300
331,9780553291988
332,9780671018931
333,9780812541649
334,9780312988692
335,9780486282114
181,9780486282114
336,9780670815371
337,9780385313742
338,9781575843360
62,9780684193953
176,9780345371980
339,9780345371980
340,9780380730131
341,9781573228732
342,9789681500559
343,9780380711109
344,9780452283916
145,9780425120279
345,9780671534844
346,9780380728275
347,9780446606196
348,9780771076008
349,9780771076008
350,9780771088193
351,9781559703239
352,9783596214624
353,9783596214624
354,9780062770509
355,9780671847548
356,9780060188733
274,9780140374247
357,9780140374247
358,9780142001745
359,9780142001745
360,9780195086294
361,9780195086294
362,9780195086294
133,9780312995423
363,9780380704583
364,9780380815920
25,9780385416344
365,9780385418492
25,9780385424714
366,9780425098103
367,9780449005415
368,9780449202630
368,9780449207543
369,9780515128550
176,9780517577400
370,9780590450874
371,9780590450874
372,9780590450874
370,9780590481373
371,9780590481373
373,9780671036195
374,9780684177731
375,9780684180205
373,9780743411264
376,9780743470384
377,9780762188574
378,9780767905930
379,9780800706548
380,9780801096679
381,9780849953019
382,9780891091967
383,9780915811533
384,9780927545372
385,9781575024172
386,9781880185001
387,9780140345803
388,9780156528207
389,9780380012862
390,9780451154910
391,9780785815143
392,9780875421285
393,9781567184297
394,9781567187960
395,9781862047624
396,9780020437505
396,9780020437505
397,9780198320265
398,9780198320265
399,9780373196982
400,9780373245581
401,9780451527745
402,9780451527745
61,9780671867119
403,9780812504200
150,9780060173289
404,9780060973896
405,9780060973896
305,9780061013515
406,9780140104684
407,9780312143374
408,9780316666343
409,9780394568942
410,9780440224679
411,9780449002636
412,9780449213773
413,9780452279698
412,9780553569056
414,9780679427438
415,9780679725398
416,9780802114365
417,9780803233010
418,9780803233010
419,9780819154941
420,9780897322331
421,9780940322974
422,9780940322974
423,9781573225120
424,9781579651657
425,9781878424310
426,9780600586890
427,9781853260629
428,9781857938012
429,9780060804152
430,9780140382655
431,9780152012960
432,9780312283780
187,9780345297709
187,9780345313096
433,9780345335463
434,9780345416841
435,9780385333405
25,9780440211457
436,9780449212080
437,9780553582680
438,9780590947251
439,9780590947251
440,9780743458290
441,9780743458290
442,9780786913879
443,9780801491825
444,9780816729913
445,9780843136685
446,9780843136685
447,9780843136685
448,9780866119535
449,9780866119535
450,9780866119535
284,9780866119566
451,9780866119566
452,9780870441660
453,9780870441660
454,9781561561421
455,9781561561421
456,9781561561421
162,9780553210095
433,9780553258523
336,9780688163723
457,9781569471098
458,9780553580990
408,9780316168816
311,9780140238280
459,9780316314923
351,9780345424716
460,9780375414749
461,9780375726408
412,9780385503853
462,9780425156841
463,9780440226109
464,9780452277335
60,9780553802481
465,9780671021009
466,9780767903578
467,9780805063899
468,9780679777434
469,9780553285345
470,9780486285528
179,9780671002480
471,9780812523386
472,9780895774668
473,9780020199090
474,9780385495141
475,9780679733829
66,9780842329125
67,9780842329125
476,9780345451262
477,9780740700231
478,9780380973545
479,9780380973545
480,9780393321579
142,9780743424424
481,9780786868018
482,9780786868018
483,9780786868018
484,9780446610179
485,9780684854953
486,9780684854953
61,9780743229876
487,9780380617623
488,9780380732333
489,9780385337137
490,9780440235057
490,9780445402041
491,9780618119769
492,9780871138644
493,9780026329859
494,9780060621254
55,9780060915544
55,9780060917012
495,9780060925000
285,9780060932756
151,9780061000287
496,9780192815316
497,9780192815316
498,9780312195519
499,9780380792665
500,9780393048971
183,9780399137808
62,9780399147395
64,9780451203045
501,9780451410559
502,9780451523310
503,9780486281964
504,9780486292946
505,9780517626399
415,9780684824444
506,9780743458306
507,9780812966664
508,9780819215635
509,9780819215635
510,9780819215635
511,9780880011020
512,9781561011520
513,9781877727085
514,9781877727085
515,9780486206172
516,9780486206172
517,9780312278588
518,9780312278588
519,9780140370904
520,9780674511255
521,9780030096181
522,9780030096181
523,9780312965747
524,9780345374653
525,9780395710906
526,9780805210613
527,9780823032617
528,9780679310006
529,9780312288112
530,9780316171106
531,9780380710218
532,9780515118650
533,9780553289060
534,9780671000301
61,9780671673680
535,9781561672035
536,9780425178249
537,9780425178249
538,9780618173877
251,9780156027328
539,9780375403583
540,9780385721424
541,9780451202345
542,9780743418195
543,9780385335409
544,9780965746823
545,9780060923242
546,9780486272665
547,9780786015276
548,9780786015276
549,9780060913502
369,9780553272833
550,9780440225072
551,9780312145545
60,9780425181119
552,9780380732685
553,9780140286274
369,9780373484102
367,9780449907481
554,9780553107302
555,9780802138255
369,9780515127836
556,9780345441133
557,9780515134278
558,9780945586050
25,9780385490993
25,9780385424721
559,9780312980382
560,9780590419628
561,9780590419628
25,9780385472951
562,9780451195661
563,9780425182871
564,9780425182871
565,9780553564525
565,9780553564518
61,9780743412629
566,9780849943720
567,9780849943454
566,9780849943713
568,9780590406017
569,9780020442400
570,9780553225983
571,9780425177365
136,9780671868710
572,9780385498258
573,9780553202298
574,9780345313867
574,9780345369949
575,9780671701246
576,9780345353627
577,9780308102286
578,9780060171438
579,9780805056495
580,9780679401377
581,9781562827045
582,9781562827045
543,9780385306034
583,9780816152445
584,9780821772959
585,9780345379450
160,9780553576924
61,9780743206051
586,9780688169671
587,9780439319553
588,9780439319553
589,9780590870153
590,9780590870153
591,9780307001160
592,9780307001160
593,9780307001160
594,9780307001160
595,9780440441502
596,9780590687300
597,9780439061643
598,9780439569842
588,9780439569842
599,9780307118707
600,9780590418850
601,9780307201522
602,9780816728732
603,9780816728732
604,9780816728732
605,9780865050884
606,9780812519655
606,9780812524857
607,9780449211779
608,9781930722293
606,9780812521122
609,9780345251732
610,9781400077823
611,9780312995430
611,9780312312626
612,9780446394529
613,9780590021111
244,9780684842677
614,9780684842677
615,9780684842677
616,9780553578690
596,9780380709267
617,9780380709267
618,9780807565285
611,9780312986766
94,9780345413376
94,9780345413369
94,9780679893103
619,9780061096099
585,9780345369062
585,9780451184719
607,9780449209127
620,9780060938451
621,9780804119528
622,9780060575809
622,9780060558864
623,9780767912914
624,9780553298864
625,9780385335676
64,9780440122098
626,9780671525835
188,9780553279573
627,9780061009051
628,9780060930189
629,9780516076270
50,9780679450436
630,9780821775868
630,9780821770207
631,9780670855759
632,9780553562811
129,9780446364195
633,9780446519137
634,9780425179673
635,9780061042942
636,9780399144462
637,9780399144462
154,9780965404563
638,9780060157814
639,9780060157814
640,9780060930707
641,9780312206765
642,9780316116022
643,9780156013963
644,9780385314015
645,9780743444163
646,9780618231614
647,9781567920048
648,9780811203227
649,9781573229142
650,9780787955670
651,9780787955670
652,9780787955670
653,9780425174487
654,9780385496902
655,9780446523998
656,9780446523998
657,9780446523998
658,9780140185218
659,9780140185218
660,9780684717258
661,9780684717258
662,9780486272740
663,9780486272740
664,9780062507242
665,9780684801223
666,9781576737354
667,9780060083298
668,9780446672214
669,9780140293241
670,9780807070710
671,9780807070710
672,9780743213837
673,9780345305473
674,9780061080517
675,9780142000205
676,9780316735025
677,9781931561464
135,9780156007108
678,9780062517852
52,9780679767787
679,9780449911686
680,9780425169629
679,9780449207758
679,9780449245699
681,9780140029406
681,9780140021561
682,9782253004028
683,9782253004028
684,9782253005278
685,9782253005278
686,9782253006701
687,9782253006701
688,9782253006701
689,9782266084376
690,9782070362387
691,9782266029469
691,9782266029469
692,9782253007104
693,9782253007104
694,9782253007104
188,9782070417742
695,9782070417742
696,9782070417742
697,9782266033688
698,9782070384341
699,9782070384341
682,9782070538805
700,9782070538805
701,9782070334360
702,9782290314951
703,9782290005101
704,9783492207003
705,9783499177750
706,9783499177750
707,9783889774019
708,9783502670001
709,9780905762487
707,9783499222603
710,9783746670058
57,9780140620429
711,9783596144433
221,9783442724680
46,9783442724680
133,9780385504201
236,9780446525503
712,9780385500760
713,9780399147012
180,9780670892969
340,9780688180638
135,9780316789080
714,9780451197276
330,9780425184127
715,9780151001002
25,9780385505833
716,9780679442790
717,9780679442790
718,9780525943860
556,9780609605929
719,9780060191924
61,9780743206044
373,9780684864846
720,9780684867816
721,9780743406178
722,9780380978533
351,9780679603351
723,9780679410430
236,9780446523561
724,9780671042554
50,9780679450443
725,9780140107647
726,9780609606728
236,9780446527798
236,9780446531337
727,9781570717253
728,9780060192631
729,9780385420167
730,9780385420167
731,9780385420167
732,9780345339713
733,9780525944638
305,9780393040166
369,9780399147128
734,9780670031047
735,9780394574745
129,9780316969444
61,9780743230056
736,9780743230056
129,9780316693202
737,9780316693202
720,9780684868912
738,9780842336215
739,9780399148583
740,9780399148583
373,9780684864327
718,9780525944836
741,9780345428905
742,9780451176813
138,9780671525798
368,9780718144531
743,9780446602082
744,9780394551425
745,9780394551425
746,9780064407663
747,9780064407663
748,9780007100224
749,9782253148531
750,9782253148531
149,9782253043973
751,9782253043973
752,9782020315494
753,9780747549925
754,9780743462334
755,9780140253580
756,9780947782146
757,9780571203543
758,9780349101774
754,9780743222228
759,9781854795496
760,9780140292916
761,9781854795557
762,9781858813097
763,9782871290919
764,9782871290919
765,9780198604020
766,9781842151051
767,9782253063339
768,9781860198595
769,9780767908474
770,9780767908474
771,9781842040157
772,9780140622065
757,9780571209521
749,9782264009302
773,9781841952932
774,9780890877562
775,9780890877562
776,9781405200677
777,9780416196771
778,9780747538066
779,9780375501340
545,9780060927240
780,9780316776967
781,9781563410291
268,9780060934712
782,9781886383425
783,9781888451085
784,9780451450258
785,9781555835958
786,9780395877562
787,9780962893865
788,9781555834531
789,9780393318432
790,9780889740822
413,9781563410444
791,9781563899386
792,9781563411144
793,9780553579680
793,9780553579673
60,9780451181374
794,9780786889167
795,9780345370747
796,9780553574173
796,9780553574166
796,9780553574159
797,9780312287245
798,9780679801146
799,9780446300100
800,9780821750414
60,9780425142486
801,9780451456540
802,9780060006044
803,9780312906559
804,9780312906559
805,9780440117292
806,9780425049983
807,9780374386672
376,9780786886463
808,9780345395375
170,9780380788491
809,9780307215345
807,9780374343385
810,9780345403339
811,9780440226697
811,9780440219606
812,9780767903288
813,9780345429179
410,9780385299299
814,9781573229579
176,9780345418777
815,9780517201657
142,9780743211383
337,9780399143700
816,9781884777806
817,9780312977900
818,9780812521337
819,9780812521337
60,9780451205421
820,9780894342783
821,9780440218531
822,9780449207598
823,9780670844593
824,9780394575131
825,9780394559483
826,9780804001946
827,9780590897983
828,9780689832871
829,9780689832871
830,9780689829697
831,9780689829697
832,9780439042918
568,9780064409452
833,9780064409452
568,9780064405058
833,9780064405058
834,9780439221658
835,9780152162443
835,9780152162573
835,9780152162504
836,9781562477523
837,9780439221672
838,9780439221689
837,9780439221689
837,9780439221719
837,9780439221702
837,9780439221733
839,9780440415992
840,9780895872104
841,9780689835858
842,9780689835858
176,9780345391803
843,9780440219071
844,9781854245977
845,9781854245977
846,9782080105431
847,9783499133589
848,9783257201765
115,9783404121687
849,9783404121687
850,9783404121687
115,9783404118960
851,9783404118960
852,9783404118960
853,9783404118960
854,9780345356574
854,9780345346971
716,9780753804704
142,9780451155757
481,9780786890439
482,9780786890439
142,9780786890439
855,9780415928083
856,9780415928083
857,9780521427159
858,9780812923278
859,9780884111344
860,9780345428547
176,9780671694043
861,9780809015825
247,9780449006559
862,9780373250332
863,9780380820443
864,9780385497671
865,9780385497671
866,9780385497671
867,9780451454249
868,9780941423045
869,9780373871568
105,9780553101430
870,9780898151916
871,9780835949361
872,9780880701105
145,9780399145636
873,9780312853235
874,9780688048730
875,9780688048730
145,9780425161722
876,9780425161722
25,9780385493802
877,9780849916397
878,9781928791102
879,9781928791102
880,9780671751456
25,9780440211723
881,9780877192824
882,9780380002450
883,9780793133956
883,9780793133956
884,9780394178011
145,9780425134351
885,9780385479684
886,9780385479684
887,9780380754854
888,9780380538508
889,9780446611626
626,9780671742560
183,9780515122404
890,9780440222811
891,9780451204059
892,9780385333344
893,9780449131541
894,9780440120476
895,9780451188205
896,9780451188205
231,9780440130918
436,9780449001950
50,9780345404770
897,9780451185273
543,9780440224822
898,9780671779337
532,9780515134360
187,9780380759491
899,9780380759491
574,9783442098422
900,9783442098422
901,9780394578798
902,9781558505377
903,9780373245697
904,9780743201070
905,9780689835711
906,9780553256789
907,9780892967995
908,9780061064500
909,9780061064500
910,9781551668789
911,9780836230864
912,9780381999865
913,9780380817146
914,9780380752119
915,9780553212587
484,9780446364768
571,9780425166611
916,9780613129756
917,9780765341976
918,9780590514774
919,9780373037438
920,9780064472777
921,9780553581270
922,9780373750016
923,9780393030341
565,9780553561616
271,9780312422158
924,9780425139066
925,9780450029950
926,9780450029950
927,9780130139160
928,9780373196746
882,9780451524485
929,9780451524485
930,9780140065176
25,9780440221654
931,9780373123483
932,9780373123100
933,9780590225175
934,9780590225175
571,9780399143168
935,9780441322312
936,9780425124345
937,9780786889709
938,9780312282998
939,9780425137949
939,9780425128923
939,9780425113899
940,9780394820378
941,9780394820378
942,9780449134481
943,9780140363364
536,9780375821813
944,9780812516821
945,9780345348036
946,9780679420118
947,9780871137388
948,9780741409690
948,9780741407214
948,9780759612273
948,9780741402851
948,9781585007363
948,9780741411273
948,9780741403476
948,9780741403780
948,9780741403056
948,9780741405784
948,9780741402912
241,9780553568769
50,9780345381842
949,9780140620122
57,9780140620108
950,9780375420825
176,9780671745530
951,9780805062977
949,9780553211412
952,9780671510053
953,9781573229388
954,9780945397410
955,9780385334037
220,9780060914653
187,9780345347534
956,9780553213133
957,9783473540426
958,9780375507250
538,9780060529703
959,9780876850862
658,9780140274158
960,9780679743460
960,9780375704024
961,9780375704024
962,9780874067392
963,9780874067392
964,9780590484756
965,9780451527035
966,9780451527035
967,9781590520772
968,9781590520772
964,9780590484671
969,9780975311257
970,9780743237185
132,9780553586121
616,9780553584516
630,9780345341204
971,9781551662749
231,9780440175629
231,9780440216841
972,9780345443281
973,9780553285659
974,9780394800134
975,9780394800134
976,9780060972776
977,9780064401470
978,9780064401470
71,9780156001946
979,9780553263824
351,9780345418012
665,9780684801469
980,9780393961195
981,9780393961195
982,9780393961195
698,9789997522054
312,9780872203495
983,9780872203495
984,9780872203495
985,9780872203495
211,9780312420147
986,9780911104547
987,9780375401312
988,9780140253603
989,9780671789428
990,9781566193962
991,9780140169300
992,9780140077025
993,9780679732761
285,9780553273601
285,9780553273915
994,9780060256678
994,9780060256678
995,9780395927205
996,9781859671504
997,9781859671504
998,9781859671504
999,9781859671504
1000,9780810935624
150,9780060928339
465,9780671003753
1001,9780553268447
1002,9780684844725
1003,9780395051641
1004,9780395051641
1005,9780375705229
149,9780380015030
1006,9780835607865
1007,9781585742189
1008,9781585742189
1009,9780806996028
1010,9780440215622
780,9780316777735
1011,9780375501852
1012,9780877733751
1013,9780805019360
1014,9780140070200
1015,9780140236583
760,9780140042399
1016,9781590520659
1017,9781590521991
1018,9781590521991
1019,9783446202214
1020,9783446202214
578,9783499134449
1021,9780671425173
1022,9780671726881
129,9780446601245
142,9780451124340
574,9780345384461
129,9780446604802
574,9780345422392
1023,9780679734772
1024,9780440414711
1025,9780689715624
1026,9780689715624
921,9780812539387
1027,9780152013363
939,9780425124819
80,9780345409461
1028,9780345409461
1029,9781558747340
1030,9780373250172
1031,9780763615383
1032,9780965975407
1033,9780965975407
1034,9780965975407
1035,9780965975407
1036,9780141001777
1037,9780689309359
454,9780451523365
1038,9780786884629
1039,9780449005569
1040,9780671027346
1041,9780786927081
1042,9780786927081
1043,9780684831053
285,9780060194918
1044,9780060194918
1045,9780684819068
1046,9780375420672
1047,9780140368550
1048,9780395353417
285,9780066211619
1049,9780066211619
1050,9780312254162
1051,9780312254162
1052,9783453147249
1053,9783746611228
1054,9783492229333
1055,9783453177802
1056,9783423009157
1057,9783596133314
1058,9783822813393
1059,9783426871874
1060,9783453171978
462,9783423620000
1061,9783423620000
732,9780345375223
732,9780345375216
1062,9780345375216
1063,9780345458292
658,9780140042528
268,9780380789030
1064,9780446677578
1065,9780345358790
578,9780060964047
1066,9780380558483
1067,9781558171398
1068,9780425121047
1069,9780441317509
1070,9780804102278
1071,9780812551389
1072,9780345298980
854,9780345316998
854,9780345310422
854,9780345310309
854,9780345310293
854,9780345310118
1073,9780679734055
713,9780451130440
1074,9780553266504
410,9780440206156
40,9780345370778
1075,9780441366941
1076,9780441366941
1077,9780441366941
1078,9780441366941
1079,9780553574838
1080,9780553574838
1081,9780915950836
1082,9780060242381
1083,9780452265349
630,9780743457941
369,9780373484225
1084,9780553205756
1085,9780060171513
1086,9780312421007
1087,9780786000982
268,9780380789016
1088,9780451135988
815,9780380018178
1089,9780679004783
1090,9780684825823
1091,9780517395752
1092,9780671014209
221,9780679457312
1093,9780394557434
1094,9780553571653
498,9780312169787
1095,9780942257328
1096,9780805008951
1097,9780786866274
1098,9780151000630
8,9780151000630
1099,9780140266771
989,9780156444507
723,9780679723424
1100,9780441004010
1101,9780671500542
270,9780140620337
546,9780460878265
1102,9780460878265
199,9783257061260
1103,9783257061260
1104,9783453210998
1105,9783404126668
236,9783453177628
1106,9783453177628
1107,9783453863590
1108,9783499108518
1109,9783518367063
1040,9783453199767
1110,9783746670140
1111,9783746670140
1052,9783453088436
1112,9780425137017
1113,9780425137017
1114,9780425137017
1115,9780425137017
1116,9780553572490
105,9780553576979
1117,9780451450609
1118,9780441001330
1119,9780451454676
1120,9780373257072
1121,9780441435357
1122,9780373092239
1123,9780373057290
1124,9780373058440
758,9780349103235
220,9780571197774
1125,9780679745655
495,9780571200382
1126,9780785268482
1127,9780785268482
1128,9780785268482
1129,9780140445039
1130,9780140445039
1131,9780140445039
1132,9780851707778
1133,9780006276197
1133,9780551031128
1133,9780551030688
1133,9780551032514
1134,9780551032514
1135,9780006498407
86,9780140431261
224,9780099771517
1136,9780486265865
136,9780671025359
959,9780876855577
1137,9780330376136
1138,9780140272659
1139,9783407780027
1139,9783407780027
1139,9783407780119
1139,9783407780119
1140,9783257250398
1141,9783257250398
1140,9783257250053
1141,9783257250053
1142,9783257250466
1143,9783442435951
1144,9783442435838
1145,9783442435838
1146,9783608919721
1147,9783608919721
1148,9783608919721
1149,9783453132269
1150,9783453132269
1151,9783794116645
1152,9783794116645
1139,9783407805737
1153,9783407805850
951,9780385720922
951,9780385498722
1154,9780972948500
1155,9780972948500
485,9780380813810
79,9782070372294
1156,9782264030542
1157,9780030615320
1158,9780836217636
1159,9780140099836
253,9780385314749
1160,9780316107419
1161,9780894803703
368,9780449221167
1162,9780553801033
964,9780590457224
1163,9780316929196
1164,9780553052848
281,9780140390698
1165,9780140390698
1166,9780140390698
1167,9780439404372
1168,9780439404372
1169,9780939766024
1170,9780939766024
1171,9780679741015
1172,9780345307675
93,9780425071427
433,9780345297686
281,9780766607118
1173,9780766607118
1174,9780766607118
1175,9781573225786
1176,9780380754847
1177,9780380754847
433,9780345368942
1178,9780345331601
1179,9780425050804
1180,9780441009626
342,9780553296983
1181,9780553296983
1182,9780553296983
1183,9781895383126
1184,9780375724572
1185,9780671638849
1186,9780553140439
1187,9780029087107
1188,9780425050750
795,9780345285546
1189,9780345285546
795,9780345290243
187,9780345301871
142,9780451169532
77,9780671683900
279,9780385335881
279,9780385335485
351,9780553258004
1190,9780671679620
1191,9780375704048
869,9780373871278
1192,9780373484072
467,9780805063882
1193,9780689860201
1194,9780671568801
1195,9781573228565
458,9780553582659
1196,9780515133998
369,9780373218400
1197,9780449217863
1198,9780671573027
1198,9780671573027
1199,9780517006450
1200,9780786867080
1201,9780786867080
1202,9781569471807
1203,9780374216498
1204,9780312274573
1205,9780316825337
1206,9780871137630
1207,9780679419150
151,9780060192891
1208,9780826308795
1209,9780140259193
1210,9780345435248
268,9780441003259
256,9780441003259
585,9780451202505
236,9780446606813
1211,9780671028374
1212,9780451181466
346,9780399149757
1213,9780345384737
1214,9780671759360
1215,9780830724987
571,9780399146008
1216,9783442720002
1217,9780515132632
1218,9780449906712
1219,9780688124403
1220,9780929587080
1221,9781559701174
1222,9781559701174
1223,9780688105402
1224,9780871130297
1225,9780440500094
1226,9781570362088
55,9780060930530
1227,9780375702709
1228,9780449909287
1229,9780671038182
1230,9780060916503
1231,9780756401450
1232,9780963270702
1233,9780399242564
1234,9780552996006
433,9780708881293
1235,9780708881293
760,9780142000663
94,9780590542449
94,9780590112895
94,9780590660549
351,9780345361790
1236,9780552999519
1237,9780416195132
1238,9780855030223
1238,9780855030223
292,9780861638529
1239,9780861638529
1240,9780575073319
1240,9780575073005
1241,9780394404288
1242,9780006369882
1243,9781578562336
1244,9780345458919
1245,9780385312585
171,9780060929886
1246,9780140317930
1247,9780140317930
1248,9780743225403
1249,9780553256697
1250,9780553256697
1251,9780553256697
1252,9780785263784
1253,9780785263784
1254,9780802433244
52,9780375413087
1255,9781400034772
1256,9780385333030
1088,9780451163752
1257,9780440414520
1258,9780786885688
1259,9780671880187
1260,9781558506459
1261,9780895773531
1262,9780385247740
1263,9780385247740
231,9780385293549
1264,9780802069344
1265,9780671721039
441,9780671311896
795,9780345387004
1266,9780375705045
1234,9780767902526
1267,9780892967049
1268,9780553377866
1269,9780553377866
1270,9780472113651
1271,9780609608449
1272,9780670032426
1273,9780915811335
18,9781558744608
19,9781558744608
20,9781558744608
8,9780804107532
403,9780451526502
732,9780345325815
1274,9780440237679
1275,9780141310886
1276,9780439090131
1277,9780140244823
1278,9781556430688
1278,9780964782600
1279,9780964782600
1278,9781556431524
1280,9780553346763
1281,9780884043140
1282,9780743221993
1283,9780312983215
1284,9780553486414
1285,9783478088534
1286,9783821807058
1287,9780865532168
1288,9780590406406
962,9781566197151
1289,9780805210316
1290,9780805210316
1291,9780312279998
25,9780385508414
