Author_id,Name
298,TRUDY SUGGS
299,TOM WOLFE
300,BRADY UDALL
301,HOMER HICKAM
302,PEARL ABRAHAM
303,SEBASTIAN JUNGER
304,KAREN ARMSTRONG
305,MARY BARNARD
306,DUDLEY FITTS
307,DAVID BRIN
308,TC BOYLE
309,T. CORAGHESSAN BOYLE
310,PLATO
311,ALEXANDER NEHAMAS
312,PAUL WOODRUFF
313,LYNDA MADARAS
314,DANE SAAVEDRA
315,JACKIE AHER
316,STEPHEN MCCAULEY
317,ISABELLE HOLLAND
318,PAM CONRAD
319,LURLENE MCDANIEL
320,BRIAN KAUFMAN
321,JOHN DARNTON
322,MARTIN SCHENK
323,DAVID EDDINGS
324,LEIGH EDDINGS
325,PAUL REISER
326,DAVID G. HARTWELL
327,KATHRYN CRAMER
328,DAVE BARRY
329,JOHN R. HOLT
330,THEODORE BEALE
331,FRANK M. ROBINSON
332,MARY JANE CLARK
333,MARY SHELLEY
334,ROBERT WESTALL
335,ROBERT B. PARKER
336,RITA CHAPMAN WORKS
337,MARK CARWARDINE
338,A. MANETTE ANSAY
339,SARAH WATERS
340,ANNE FRANK
341,BARRY LOPEZ
342,GREG PALAST
343,ANDREA KANE
344,NEVADA BARR
345,MARGARET MARON
346,EDNA BARKER
347,SHELAGH ROGERS
348,MURIEL WHITAKER
349,JOHN IRVING
350,WILLIAM GOLDING
351,HERMANN STIEHL
352,HARPERREFERENCE
353,LTD
354,ANN PATCHETT
355,LANE SMITH
356,SUE MONK; SUE MONK KIDD KIDD
357,ROSEANNE J. SERRA (CO
358,BOB THIELE
359,BOB GOLDEN
360,STEVE ALLEN
361,COLLEEN MCCULLOUGH
362,JOANNE HARRIS
363,THOMAS CAHILL
364,MICHAEL HUDSON
365,JANE SMILEY
366,DICK FRANCIS
367,NORA ROBERTS
368,JEAN MARZOLLO
369,WALTER WICK
370,CAROL DEVINE CARSON
371,BARBARA DELINSKY
372,PD JAMES
373,ARTHUR W. UPFIELD
374,CHRISTOPHER RICE
375,REX STOUT
376,JOAN ANDERSON
377,VANCE HAVNER
378,WARREN W. WIERSBE
379,MAX LUCADO
380,LARRY CRABB
381,BARRY NEIL KAUFMAN
382,BOB SJOGREN
383,FREDERICK J. MOODY
384,NEAL PIROLO
385,WILLIAM SLEATOR
386,ANTOINE DE SAINT-EXUPERY
387,RICHARD BACH
388,KEVIN SULLIVAN
389,MICHELE MORGAN
390,SCOTT CUNNINGHAM
391,DAVID ALLEN HULSE
392,RICHARD WEBSTER
393,BERNARD KING
394,PAT HUTCHINS
395,WILLIAM SHAKESPEARE
396,ROMA GILL
397,MELISSA MCCLONE
398,CHERYL ST. JOHN
399,LEWIS CARROLL
400,MARTIN GARDNER
401,MARK TWAIN
402,MARY CROW DOG
403,RICHARD ERDOES
404,LINDA GORDON
405,FLORENCE KING
406,ALICE SEBOLD
407,SPALDING GRAY
408,THOMAS HARRIS
409,EDWARD RUTHERFURD
410,MARGARET ATWOOD
411,DOROTHY ALLISON
412,MAYA ANGELOU
413,EDITH WHARTON
414,MARY BRAVE BIRD
415,JOHN G. NEIHARDT
416,VINE DELORIA JR.
417,ROLAND WARREN
418,JOHNNY MOLLOY
419,JAMES MCCOURT
420,WAYNE KOESTENBAUM
421,ELIZABETH WURTZEL
422,BILL BRADLEY
423,DON MIGUEL RUIZ
424,PAUL LESTER
425,LEO TOLSTOY
426,SIMON NYE
427,ROBERT A JOHNSON
428,MARC GASCOIGNE
429,STEPHANIE MAZE
430,SANDRA DALLAS
431,ANNE MCCAFFREY
432,DAVID GEMMELL
433,LAURA ZIGMAN
434,MARGARET TRUMAN
435,MARK C. YOUNG
436,PAULA DANZIGER
437,TONY ROSS
438,RICHARD A. LUPOFF
439,BRUCE COVILLE
440,CARRIE A. BEBRIS
441,ELLEN CAROL DUBOIS
442,CANDICE F. RANSOM
443,SAM BOBRICK
444,JULIE STEIN
445,PRICE STERN SLOAN
446,ANNA
447,AND VOGEL
448,MALVINA (EDITOR) SEWELL
449,MARIAN LEIGHTON
450,DONNA K. GROSVENOR
451,JAMES L. STANFIELD
452,MARY WOLLSTONECRAFT SHELLEY
453,DJ ARNESON
454,EVA CLIF
455,VALERIE BLOCK
456,LUANNE RICE
457,ELLEN GILCHRIST
458,TIM GAUTREAUX
459,RICHARD RUSSO
460,JOSTEIN GAARDER
461,ANNA QUINDLEN
462,DIANE JOHNSON
463,WALLY LAMB
464,ADELINE YEN MAH
465,BARBARA EHRENREICH
466,DOROTHY DUNNETT
467,JOHN LECARRE
468,SINGER MEDIA CORPORATION
469,EMILY DICKINSON
470,HAZEL HARRISON
471,JOSEPH GIRZONE
472,JOSEPH F. GIRZONE
473,LORRAINE ANDERSON
474,AD HUDLER
475,JOSEPHINE CARLTON
476,TED L. NANCY
477,JERRY SEINFELD
478,FRANCIS WHEEN
479,ELLEN RIMBAUER
480,JOYCE REARDON
481,STEVEN RIMBAUER
482,SIDNEY SHELDON
483,CHRISTOPHER MOORE
484,PAMELA JOHNSON
485,ROBERT LACEY
486,TIM DORSEY
487,JODI COMPTON
488,ELMORE LEONARD
489,LYNN COADY
490,JOHN LAWTON
491,EILEEN YIN-FEI LO
492,TILDEN EDWARDS
493,VIKRAM SETH
494,ELIZABETH GASKELL
495,ELIZABETH PORGES WATSON
496,ANITA DIAMANT
497,LAUREN HANEY
498,GERALD STERN
499,MARTHA GRIMES
500,HENRY JAMES
501,SARAH ORNE JEWETT
502,WILLIAM CARLOS WILLIAMS
503,RH VALUE PUBLISHING
504,HARRY KEMELMAN
505,MIL MILLINGTON
506,SUZANNE G. FARNHAM
507,JOSEPH P. GILL
508,R. TAYLOR MCLEAN
509,CZESLAW MILOSZ
510,MARGARET GUENTHER
511,ROBERTO JUARROZ
512,MARY CROW
513,HANS KMOCH
514,BARNIE F. WINKELMAN
515,EMMA MCLAUGHLIN
516,NICOLA KRAUS
517,PAUL JENNINGS
518,MARK E. NEELY JR.
519,STEPHEN J. WEININGER
520,FRANK R. STERMITZ
521,LARRY KATZENSTEIN
522,DAVID STEINMAN
523,ALFIE KOHN
524,PAULA POLK LILLARD
525,DAVID LEWIS
526,BILLIE LIVINGSTON
527,ADELE LANG
528,JEN BANBURY
529,PATRICIA DANIELS CORNWELL
530,CATHERINE COULTER
531,DOMINICK DUNNE
532,CLIVE CUSSLER
533,JOHN PASCAL
534,CARL HIAASEN
535,DIANE STEVENSON
536,JONATHAN SAFRAN FOER
537,FRANCESCA MARCIANO
538,JULIA GLASS
539,TAWNI O'DELL
540,JENNIFER WEINER
541,DANIELLE STEEL
542,LEON HALE
543,RUSSELL BANKS
544,SAMUEL TAYLOR COLERIDGE
545,BRADLEY P WARSHAUER
546,BRADLEY P. WARSHAUER
547,BOBBIE ANN MASON
548,KAREN ROBARDS
549,EMMA LATHEN
550,FAYE KELLERMAN
551,JACQUELYN MITCHARD
552,DIANE MOTT DAVIDSON
553,CANDACE BUSHNELL
554,KRISTIN HANNAH
555,MICHAEL MARSHALL
556,ALLEN WIDOME
557,WILBUR SMITH
558,MIKE THALER
559,JARED LEE
560,MICHAEL SLADE
561,JOHN SANDFORD
562,JOHN CAMP
563,TAMI HOAG
564,TED DEKKER
565,ANGELA HUNT
566,C. S LEWIS
567,WILL EISNER
568,ROBIN COOK
569,E. LYNN HARRIS
570,LINDA GOODMAN
571,ANNE RICE
572,JUDITH ROSSNER
573,MARILYN FRENCH
574,WAYNE W. DYER
575,ARMISTEAD MAUPIN
576,JULIE MORGENSTERN
577,PETER STRAUB
578,JAMES MAYBRICK
579,SHIRLEY HARRISON
580,BARBARA TAYLOR BRADFORD
581,LISA JACKSON
582,SHARYN MCCRUMB
583,COKIE ROBERTS
584,SHANA COREY
585,MARK TEAGUE
586,JESSE S. OSTROW
587,CHARLES SHAW
588,JUSTINE KORMAN
589,BILL LANGLEY
590,RON DIAS
591,WALT DISNEY P
592,PATRICIA REILLY GIFF
593,BEVERLY CLEARY
594,KA APPLEGATE
595,JANE YOLEN
596,GOLDEN BOOKS
597,MARVIN MILLER
598,CRAIG BOLDMAN
599,HG WELLS
600,RAYMOND JAMES
601,JIM DEAL
602,BOBBIE KALMAN
603,MERCEDES LACKEY
604,DOROTHY GILMAN
605,MOVEON.ORG
606,CHRISTOPHER FINCH
607,CHARLES FRAZIER
608,JULIA SPENCER-FLEMING
609,FANNIE FLAGG
610,LAURA INGALL WILDER
611,BROOKE ZIMMER
612,JOHN FONTANA
613,LISA GARDNER
614,TRACY DOCKRAY
615,GERTRUDE CHANDLER WARNER
616,LYNN S. HIGHTOWER
617,ERIC SCHLOSSER
618,SUZANNE BROCKMANN
619,GAIL CARSON LEVINE
620,FRANCES KUFFEL
621,SUSAN CONANT
622,DAVID SCHICKLER
623,JUDITH MCNAUGHT
624,JANET EVANOVICH
625,SYLVIA PLATH
626,ILONA KOIDAHL
627,FERN MICHAELS
628,BETSY BYARS
629,BRUCE STERLING
630,SARAH BAN BREATHNACH
631,ALICE HOFFMAN
632,LISA SCOTTOLINE
633,SPENCER JOHNSON
634,KENNETH BLANCHARD
635,DAVID FELDMAN
636,KAS SCHWAN
637,RICHARD BAUSCH
638,KATIE FFORDE
639,JAMES BURKE
640,BLISS BROYARD
641,SARA PARETSKY
642,CHARLES WEBB
643,ELIZABETH BENEDICT
644,STANLEY MORISON; BROOKE CRUTCHLEY (EDITOR); MIKE P
645,HENRY MILLER
646,DAVID WHYTE
647,THOMAS CUMMINGS
648,WARREN BENNIS
649,GRETCHEN M. SPREITZE
650,MARTHA BECK
651,DESMOND TUTU
652,CLAYBORNE CARSON
653,KRIS SHEPARD
654,ANDREW YOUNG
655,JACK KEROUAC
656,ANN CHARTERS
657,MARTIN BUBER
658,WALTER KAUFMANN
659,NICCOLÒ MACHIAVELLI
660,NH THOMPSON
661,PAUL MONETTE
662,ERNEST HEMINGWAY
663,MELODY CARLSON
664,ALISA KWITNEY
665,BILLIE LETTS
666,MELISSA BANK
667,RENA KORNREICH GELISSEN
668,HEATHER DUNE MACADAM
669,MOON UNIT ZAPPA
670,TED MOONEY
671,SUSAN WIGGS
672,GWYN HYMAN RUBIO
673,ELISABETH ROBINSON
674,AUDREY NIFFENEGGER
675,TIM FARRINGTON
676,CHAIM POTOK
677,SCOTT SPENCER
678,VS NAIPAUL
679,JEAN GIONO
680,ANNE-MARIE MARINA-MÉDIAVILLA
681,ALAIN-FOURNIER
682,DANIEL LEUWERS
683,ERICH MARIA REMARQUE
684,ALZIR HELLA
685,OLIVIER BOURNAC
686,ROY LEWIS
687,RENÉ BARJAVEL
688,ALEXANDRA DAVID-NÉEL
689,CHARLES BAUDELAIRE
690,MARIE-JEANNE DURRY
691,YVES FLORENN
692,JACQUES CHAMBON
693,HENRI ROBILLOT
694,RADIGUET
695,EMILE ZOLA
696,HENRI MITTERAND
697,WILLI GLASAUER
698,LOUIS PERGAUD
699,COLLECTIF
700,ROBERT A. (ANSON) HEINLEIN
701,STEN NADOLNY
702,CHERYL BENARD
703,EDIT SCHLAFFER
704,CHRISTA WICHTERICH
705,JOHN BLOFELD
706,CHRISTINE OBBO
707,PETER B HEIM
708,HERA LIND
709,JANE HAMILTON
710,JACK HIGGINS
711,MAX ALLAN COLLINS
712,DAVID GUTERSON
713,BERNHARD SCHLINK
714,CAROL BROWN JANEWAY
715,ERIC JEROME DICKEY
716,PATRICIA GAFFNEY
717,RICHARD PAUL EVANS
718,MARC LEVY
719,LANEY KATZ BECKER
720,VLADIMIR NABOKOV
721,JENNIFER LAUCK
722,JOE KEENAN
723,JEANNE RAY
724,TONY PARSONS
725,JANE MCCAFFERTY
726,LAURA ESQUIVEL
727,CATHLEEN TOELKE
728,CAROL &AMP; THOMAS
729,J.R.R. TOLKIEN
730,VENISE BERRY
731,JAN KARON
732,CORMAC MCCARTHY
733,CAROL HIGGINS CLARK
734,ANDREW GROSS
735,TRAVIS THRASHER
736,JOHN MCENROE
737,JOHN KAPLAN
738,SALLY MANDEL
739,LINDA LAY SHULER
740,JANET DAILEY
741,CLAUDE LANZMANN
742,SIMONE DE BEAUVOIR
743,LEMONY SNICKET
744,BRETT HELQUIST
745,MATTHEW THOMAS
746,BORIS VIAN
747,NOËL ARNAUD
748,CLAUDE COUFFON
749,LUIS SEPULVEDA
750,HUBERT SELBY
751,JACOB WEISBERG
752,DAVID LODGE
753,LILY SEAFIELD
754,PHILIP ARDAGH
755,IAIN BANKS
756,DAVID CROMBIE
757,JOHN STEINBECK
758,MICHAEL O'MARA
759,RICHARD BRASSEY
760,WILLIAM VANCE
761,JEAN VAN HAMME
762,RW HOLDER
763,FROM THE EDITORS OF SOUTHWATER
764,BERNARD WERBER
765,ANDY SLOSS
766,ALLAN ZOLA KRONZEK
767,ELIZABETH KRONZEK
768,CHARLES L SQUIRE
769,GORDON JARVIE
770,ALAN SPENCE
771,HELENE SIEGEL
772,KAREN GILLINGHAM
773,AA MILNE
774,ERIC THOMPSON
775,ELIZABETH STROUT
776,DAVID SEDARIS
777,LESLIE FEINBERG
778,CHRIS ANNE WOLFE
779,LAUREN SANDERS
780,GAEL BAUDINO
781,LAUREN MADDISON
782,CAROL ANSHAW
783,JEAN STEWART
784,EMMA DONOGHUE
785,DEBORAH E. MCDOWELL
786,KAREN X. TULCHINSKY
787,JILL THOMPSON
788,JODY SEAY
789,MANDA SCOTT
790,JEFF FOXWORTHY
791,TERRY BROOKS
792,AC CRISPIN
793,MADELYN ARNOLD
794,TAMORA PIERCE
795,CAROLYN CHUTE
796,SARA ORWIG
797,MELISA MICHAELS
798,ISOBEL BIRD
799,FREDERIK POHL
800,CM KORNBLUTH
801,VONDA MCINTYRE
802,JOHN VARLEY
803,NANCY GARDEN
804,NICOLA GRIFFITH
805,JULIE CAMPBELL
806,LEE SMITH
807,JACQUELINE WOODSON
808,PAT SUMMITT
809,RICHARD BELZER
810,NICK HORNBY
811,ANDREW L JOHNSON
812,MARIAN BABSON
813,KATHLEEN O'NEAL GEAR
814,W. MICHAEL GEAR
815,PAUL PHIFER
816,PETER HOEG
817,ERMA BOMBECK
818,JOHN MORTIMER
819,EL DOCTOROW
820,SIMON SCHAMA
821,FRANK WATERS
822,KAREN HESSE
823,KENNETH OPPEL
824,SD SCHINDLER
825,CAROL RYRIE BRINK
826,RICHARD MANTEL
827,PAULINE BAYNES
828,SHELLY ROBERTS
829,DIANE DUANE
830,CAROLEE BROCKMAN
831,RACHEL ROBERTS
832,SHELLEY ROBERTS
833,LENSEY NAMIOKA
834,JACKIE EILEEN BEHREND
835,ANDREW CLEMENTS
836,BRIAN SELZNICK
837,LOIS LOWRY
838,BROTHER YUN
839,PAUL HATTAWAY
840,KATHERINE KHODOROWSKY
841,MILENA MOSER
842,PATRICIA HIGHSMITH
843,GABRIELE CONRAD
844,LORE STRASSL
845,JÜRGEN SPEH
846,TILL R. LOHMEYER
847,GABRIELE
848,STEPHEN R. DONALDSON
849,TODD HERZOG
850,SANDER GILMAN
851,JOHN BORNEMAN
852,ROBERT S. MCELVAINE
853,BRAM STOKER
854,MICHAEL A. STACKPOLE
855,LANGSTON HUGHES
856,CAROL MATTHEWS
857,CAROLE MATTHEWS
858,JACQUELINE L. TOBIN
859,RAYMOND G. DOBARD
860,MAUDE S. WAH
861,MARION ZIMMER BRADLEY
862,ANDREI CODRESCU
863,CAROLYNE AARSEN
864,JACK CHAPMAN
865,ANTHONY J ALESSANDRA
866,CHARLES R SWINDOLL
867,ORSON SCOTT CARD
868,VA HOWARD
869,JH BARTON
870,STEVE PIECZENIK
871,WALTER P. WILSON
872,BRUCE FRIES
873,MARTY FRIES
874,RUSH LIMBAUGH
875,ANNE DINGUS
876,KATE CHOPIN
877,KIRK KAZANJIAN
878,DONALD MERRIAM ALLEN
879,WILLIAM R. MAPLES
880,MICHAEL BROWNING
881,CARL HAUSMAN
882,RICHARD PECK
883,MICHAEL CONNELLY
884,JOHN LESCROART
885,JOHN JAKES
886,ALICE MCDERMOTT
887,HILARY BAILEY
888,HOWARD FAST
889,JESSICA FLETCHER
890,DONALD BAIN
891,EILEEN GOUDGE
892,ARNETTE LAMB
893,PIERS A. JACOB
894,MICHAEL SCHULTE
895,WALTER CRONKITE
896,TOM MULA
897,LOIS FAYE DYER
898,SHARON LAMB
899,SIR ARTHUR CONAN DOYLE
900,AGATHA CHRISTIE
901,MARK COHEN
902,SHERRY SHAHAN
903,BETSY HAYNES
904,HELEN R. MYERS
905,DELLA ROWLAND
906,IRVING ADLER
907,ELIZABETH PETERS
908,SHIRLEE BUSBEE
909,EMILY BRONTË
910,FRANK PERETTI
911,JOHN A. KEEL
912,JAN GABRIEL
913,REBECCA WINTERS
914,MEG CABOT
915,TANITH LEE
916,CATHY THACKER
917,RICHARD BURTON
918,BEVERLY HASTINGS
919,SAVINIEN CYRANO DE BERGERAC
920,G. STRACHAN
921,JAMES C. ROBERTSON
922,TERESA SOUTHWICK
923,BARBARA H. SOLOMON
924,JUDITH GUEST
925,SANDRA FIELD
926,HELEN BROOKS
927,BLANCHE FISHER WRIGHT
928,BLANCHE FISH WRIGHT
929,GEORGE GATELY
930,DEAN R. KOONTZ
931,JAMES LEE BURKE
932,MICHAEL CHABON
933,BARBARA MICHAELS
934,NORTON JUSTER
935,JULES FEIFFER
936,MICHAEL BLAKE
937,JOHN BELLAIRS
938,CAROLE NELSON DOUGLAS
939,WILLIAM GOLDMAN
940,MARC REISNER
941,MARK BOWDEN
942,JONATHAN PEARCE
943,EMILY BRONTE
944,ALAIN DE BOTTON
945,CHUCK PALAHNIUK
946,E. ANNIE PROULX
947,ADAM DAVIES
948,HARRY M. WALKER
949,NICHOLAS EVANS
950,LM MONTGOMERY
951,HERMANN VINKE
952,DAVID MITCHELL
953,CHARLES BUKOWSKI
954,HARUKI MURAKAMI
955,JAY RUBIN
956,FRANCES HODGSON BURNETT
957,GABRIELA DELLOSSO
958,PATRICIA C. WREDE
959,JACK LONDON
960,ALEX KERSHAW
961,BRUCE WILKINSON
962,DAVID KOPP
963,MALCOLM GOODWAY
964,ANN-MARIE MACDONALD
965,LINDA HOWARD
966,SUE MILLER
967,SHERI S. TEPPER
968,DR. SEUSS
969,THEODOR SEUSS GEISEL
970,TOBIAS WOLFF
971,ISAAC BASHEVIS SINGER
972,MAURICE SENDAK
973,GARY ZUKAV
974,ALFRED H. KELLY
975,HERMAN BELZ
976,WINIFRED A. HARBISON
977,JOHN M. COOPER
978,DS HUTCHINSON
979,JOHN M. COOP
980,B KLIBAN
981,JUDY BLUNT
982,WILLIAM TREVOR
983,ALICE WALKER
984,STEPHEN GAZI
985,WALLACE STEGNER
986,DON DELILLO
987,RALPH ELLISON
988,SHEL SILVERSTEIN
989,JHUMPA LAHIRI
990,LIZ TRIGG
991,TESSA EVELEGH
992,STEWART WALTON
993,SALLY WALTO
994,CHARLES SULLIVAN
995,TOM ROBBINS
996,URSULA HEGI
997,SAMUEL RICHARDSON
998,GEORGE SHERBURN
999,VALERIE MARTIN
1000,GILL FARRER-HALLS
1001,JOHN MORDOCK
1002,MYRON KORACH
1003,SUSAN BOWES
1004,DIANA GABALDON
1005,ZADIE SMITH
1006,NATALIE GOLDBERG
1007,SUE GRAFTON
1008,WILLIAM J. KENNEDY
1009,BOB SHACOCHIS
1010,RANDY ALCORN
1011,NANCY COBB
1012,CONNIE GRIGSBY
1013,MARGRIET DE MOOR
1014,HELGA VAN BEUNINGEN
1015,DALE CARNEGIE
1016,CLIFFORD STOLL
1017,SANDRA CISNEROS
1018,GARY PAULSEN
1019,MARGUERITE HENRY
1020,WESLEY DENNIS
1021,SHERRY GARLAND
1022,ANN DRUYAN
1023,KIMBERLY KIRBERGER
1024,ARIELLA PAPA
1025,MICHAEL J. ROSEN
1026,DAWN CHIPMAN
